name,height,weight,position,school,city,state,score,nat_rank,pos_rank,state_rank,website,school_offer
Gus Cordova,6-3 ,246,DL,Lake Travis,Austin,TX,0.86,NA,145,228,247,UCF
Julius Columbus,6-2 ,286,DL,Gainesville,Gainesville,GA,0.86,NA,148,155,247,UCF
Roy'Marr Thomas,6-2 ,225,DL,Armwood,Seffner,FL,0.85,NA,129,202,247,UCF
Camp Lott,6-6 ,245,DL,Parklane Academy,McComb,MS,0.85,NA,140,43,247,UCF
Ean Johnson-Kelley,5-11.5 ,270,DL,Manatee,Bradenton,FL,0.84,NA,218,229,247,UCF
Alvoid Kennon,6-0 ,275,DL,Manatee,Bradenton,FL,NA,NA,NA,NA,247,UCF
Jonah Williams,6-3 ,203,LB,Ball,Galveston,TX,0.99,6,1,3,247,UCF
Zayden Walker,6-1.5 ,225,LB,Schley County,Ellaville,GA,0.98,22,1,5,247,UCF
Tavion Wallace,6-1 ,215,LB,Appling County,Baxley,GA,0.92,185,16,25,247,UCF
Gavin Nix,6-0 ,225,LB,IMG Academy,Bradenton,FL,0.91,226,20,25,247,UCF
Christian Gass,6-2.5 ,215,LB,Eastside,Covington,GA,0.91,229,21,32,247,UCF
Ty Jackson,6-1 ,200,LB,Seminole Ridge,Loxahatchee,FL,0.91,NA,25,28,247,UCF
Tarvos Alford,6-2 ,210,LB,Vero Beach,Vero Beach,FL,0.9,NA,31,32,247,UCF
Nathaniel Owusu-Boateng,6-0.5 ,205,LB,IMG Academy,Bradenton,FL,0.9,NA,32,33,247,UCF
Jadon Perlotte,6-2.5 ,202,LB,Buford,Buford,GA,0.9,NA,33,45,247,UCF
Jaedon Harmon,6-1 ,217,LB,Rome,Rome,GA,0.9,NA,34,46,247,UCF
Luke Metz,6-3 ,220,LB,Mill Creek,Hoschton,GA,0.89,NA,45,56,247,UCF
Christian Thatcher,6-2 ,205,LB,Arbor View,Las Vegas,NV,0.89,NA,46,6,247,UCF
Elijah Melendez,6-2 ,225,LB,Osceola,Kissimmee,FL,0.89,NA,50,48,247,UCF
Ezekiel Marcelin,5-11.5 ,208,LB,Miami Central,Miami,FL,0.89,NA,54,59,247,UCF
Logan Anderson,6-2 ,218,LB,Fyffe,Fyffe,AL,0.89,NA,56,21,247,UCF
Talib Graham,6-1.5 ,235,LB,Daphne,Daphne,AL,0.89,NA,44,25,247,UCF
Floyd Boucard,6-3 ,315,LB,Miami Central,Miami,FL,0.88,NA,64,64,247,UCF
Mark Iheanachor,6-2 ,215,LB,Narbonne,Harbor City,CA,0.88,NA,70,52,247,UCF
Ethan Pritchard,6-2 ,205,LB,Seminole,Sanford,FL,0.88,NA,73,81,247,UCF
Mantrez Walker,6-1 ,225,LB,Buford,Buford,GA,0.87,NA,97,96,247,UCF
Max Redmon,6-1 ,185,LB,Cardinal Newman,West Palm Beach,FL,0.87,NA,99,109,247,UCF
AJ Holloway,6-2 ,225,LB,Buford,Buford,GA,0.87,NA,117,119,247,UCF
Corey Amos,6-2 ,200,LB,Opelousas,Opelousas,LA,0.86,NA,121,37,247,UCF
Malakhi Boone,6-1.5 ,235,LB,South Sumter,Bushnell,FL,0.86,NA,122,129,247,UCF
Cameron White,6-1 ,225,LB,Armwood,Seffner,FL,0.86,NA,123,131,247,UCF
Kenyon Rivera,6-1.5 ,195,LB,Buford,Buford,GA,0.86,NA,127,138,247,UCF
Antoine Deslauriers,6-1 ,225,LB,Rabun Gap-Nacoochee,Rabun Gap,GA,0.86,NA,135,146,247,UCF
Trevor Sommers,6-3 ,245,LB,St. Thomas Aquinas,Fort Lauderdale,FL,0.85,NA,168,181,247,UCF
Coleman Lewis,6-1 ,210,LB,Lowndes,Valdosta,GA,0.85,NA,168,183,247,UCF
DeReyon Jenkins Jr.,6-4 ,210,LB,Pope John Paul II Catholic,Slidell,LA,0.85,NA,145,53,247,UCF
Robert Lee,6-1 ,210,LB,Osceola,Kissimmee,FL,0.83,NA,238,260,247,UCF
Tristan Lennon,6-1 ,190,LB,Zephyrhills,Zephyrhills,FL,0.83,NA,246,277,247,UCF
Martin Rhyne,6-1 ,215,LB,Western,Fort Lauderdale,FL,0.82,NA,255,286,247,UCF
Devin Sanchez,6-2 ,180,CB,North Shore,Houston,TX,0.99,5,1,2,247,UCF
Ben Hanks Jr.,6-1 ,170,CB,Booker T. Washington,Miami,FL,0.97,38,6,4,247,UCF
Ivan Taylor,6-0 ,174,CB,West Orange,Winter Garden,FL,0.97,43,2,5,247,UCF
Tae Harris,5-10 ,200,CB,Cedartown,Cedartown,GA,0.96,57,3,10,247,UCF
Tae Harris,5-10 ,200,CB,Cedartown,Cedartown,GA,0.96,57,3,10,247,UCF
Graceson Littleton,6-0 ,180,CB,Wiregrass Ranch,Wesley Chapel,FL,0.95,81,10,11,247,UCF
Anquon Fegans,6-1 ,180,CB,Thompson,Alabaster,AL,0.94,110,9,4,247,UCF
Gregory Xavier Thomas,6-2 ,190,CB,American Heritage,Fort Lauderdale,FL,0.93,179,22,19,247,UCF
Jontae Gilbert,6-1 ,185,CB,Douglass,Atlanta,GA,0.92,186,17,26,247,UCF
Dawayne Galloway,6-1 ,175,CB,Marion-Franklin,Columbus,OH,0.9,NA,30,12,247,UCF
Chris Ewald,6-0 ,165,CB,Chaminade-Madonna,Hollywood,FL,0.9,NA,36,37,247,UCF
Dominick Kelly,6-1 ,175,CB,IMG Academy,Bradenton,FL,0.9,NA,37,39,247,UCF
J'Vari Flowers,5-10.5 ,165,CB,Northwestern,Miami,FL,0.9,NA,41,42,247,UCF
Chris McCorkle,6-1 ,172,CB,Cardinal Mooney,Sarasota,FL,0.89,NA,45,58,247,UCF
Mark Manfred,6-1 ,175,CB,Sprayberry,Marietta,GA,0.89,NA,48,59,247,UCF
Tyler Redmond,6-1 ,175,CB,Milton,Alpharetta,GA,0.89,NA,49,60,247,UCF
Rukeem Stroud,5-11 ,160,CB,Tampa Bay Tech,Tampa,FL,0.89,NA,50,61,247,UCF
Onis Konanbanny,6-1 ,180,CB,Heathwood Hall Episcopal School,Columbia,SC,0.89,NA,53,11,247,UCF
Gavin Jenkins,6-2 ,168,CB,Union County,Lake Butler,FL,0.88,NA,55,70,247,UCF
Devin Williams,5-10 ,165,CB,Buford,Buford,GA,0.88,NA,56,74,247,UCF
Shamar Arnoux,6-2 ,175,CB,Carrollton,Carrollton,GA,0.88,NA,59,76,247,UCF
Dylan Lewis,5-11.5 ,185,CB,Milton,Alpharetta,GA,0.88,NA,67,87,247,UCF
Keshawn Davila,6-1 ,165,CB,Northwest Mississippi C.C.,Senatobia,MS,0.88,6,1,4,247,UCF
Freddie Gillens,5-11.5 ,165,CB,Cardinal Newman School,Columbia,SC,0.87,NA,75,24,247,UCF
Kaylib Singleton,6-1 ,173,CB,Oakleaf,Orange Park,FL,0.87,NA,80,100,247,UCF
Antonio Branch Jr.,6-2 ,172,CB,Northwestern,Miami,FL,0.87,NA,75,101,247,UCF
George Mullins,6-2 ,170,CB,South Sumter,Bushnell,FL,0.87,NA,81,103,247,UCF
Patrick Williams,5-10.5 ,160,CB,Rabun Gap-Nacoochee,Rabun Gap,GA,0.87,NA,100,112,247,UCF
Kaleb Lanier,6-0 ,175,CB,Decatur,Decatur,GA,0.87,NA,104,117,247,UCF
Robert Jones III,5-11.5 ,165,CB,Vero Beach,Vero Beach,FL,0.86,NA,107,147,247,UCF
Jermichael Gillis,6-1 ,170,CB,Lakeland,Lakeland,FL,0.86,NA,115,167,247,UCF
Caleb Chester,6-1 ,170,CB,Fort Bend Marshall,Missouri City,TX,0.86,NA,120,216,247,UCF
Zion Paret,5-10 ,165,CB,Miami Central,Miami,FL,0.85,NA,146,185,247,UCF
Juan Berchal,5-9 ,170,CB,Seminole,Sanford,FL,0.85,NA,147,187,247,UCF
Courtney Patterson,5-11 ,170,CB,Jones,Orlando,FL,0.85,NA,147,197,247,UCF
Landon Hammond,6-0 ,150,CB,Opelousas,Opelousas,LA,0.85,NA,154,52,247,UCF
DJ Pickett,6-4 ,178,S,Zephyrhills,Zephyrhills,FL,0.98,24,5,2,247,UCF
Rashad Johnson,6-2 ,200,S,South Sumter,Bushnell,FL,0.95,83,5,12,247,UCF
Hylton Stubbs,6-1 ,190,S,Mandarin,Jacksonville,FL,0.95,93,6,13,247,UCF
Rasean Dinkins,5-10.5 ,175,S,Warner Robins,Warner Robins,GA,0.93,165,14,22,247,UCF
Lagonza Hayward,6-1 ,200,S,Toombs County,Lyons,GA,0.93,170,15,24,247,UCF
Ladarian Clardy,5-10.5 ,175,S,Escambia,Pensacola,FL,0.91,NA,23,31,247,UCF
Amari Wallace,5-10 ,172,S,Miami Central,Miami,FL,0.9,NA,26,34,247,UCF
Zelus Hicks,6-2 ,190,S,Carrollton,Carrollton,GA,0.9,NA,30,50,247,UCF
Tony Williams,6-1 ,190,S,Miami Central,Miami,FL,0.9,NA,31,40,247,UCF
Courtland Guillory,6-0 ,175,S,Klein Oak,Spring,TX,0.9,NA,39,53,247,UCF
Kendarius Reddick,5-11 ,170,S,Thomas County Central,Thomasville,GA,0.89,NA,36,57,247,UCF
Keon Young,6-0 ,171,S,Lakeland,Lakeland,FL,0.88,NA,46,75,247,UCF
Dyllon Williams,6-2 ,180,S,Demopolis,Demopolis,AL,0.88,NA,64,31,247,UCF
Elijah Pratt,5-11 ,165,S,IMG Academy,Bradenton,FL,0.87,NA,77,105,247,UCF
Taijh Overton,6-2 ,190,S,Williamson,Mobile,AL,0.87,NA,91,36,247,UCF
Lo'Kavion Jackson,6-2 ,195,S,Mosley,Lynn Haven,FL,0.87,NA,110,115,247,UCF
Sael Reyes,6-0 ,190,S,DeSoto,DeSoto,TX,0.86,NA,126,194,247,UCF
Tyren Polley Jr.,5-10 ,180,S,Duncanville,Duncanville,TX,0.86,NA,128,198,247,UCF
Jordan Crim,6-1 ,175,S,Camden,Camden,SC,0.86,NA,126,30,247,UCF
Tristan Teasdell,6-1 ,175,S,Tuscarora,Leesburg,VA,0.85,NA,164,44,247,UCF
Osiris Gilbert,5-9.5 ,165,S,Peachtree Ridge,Suwanee,GA,0.85,NA,164,205,247,UCF
Shanard Clower,5-8.5 ,155,S,Lakeland,Lakeland,FL,0.85,NA,264,214,247,UCF
Tyron Steed,6-2 ,164,S,Cardinal Ritter College Prep,Saint Louis,MO,0.84,NA,185,32,247,UCF
Joseph Holt,6-3 ,185,S,Parker,Birmingham,AL,0.84,NA,192,97,247,UCF
Arsenio Bolds Jr.,5-11 ,210,S,Edna Karr,New Orleans,LA,NA,NA,NA,NA,247,UCF
Isaiah Sink,5-11 ,170,S,Jones,Orlando,FL,NA,NA,NA,NA,247,UCF
Vernell Brown III,5-11 ,170,ATH,Jones,Orlando,FL,0.97,35,5,3,247,UCF
Eric Winters,6-2 ,200,ATH,Enterprise,Enterprise,AL,0.94,132,11,9,247,UCF
Darrell Johnson,6-1 ,200,ATH,Dodge County,Eastman,GA,0.93,156,13,21,247,UCF
Dallas Golden,6-0 ,176,ATH,Berkeley Prep,Tampa,FL,0.93,169,7,18,247,UCF
Andrew Purcell,5-10 ,185,ATH,Enterprise,Enterprise,AL,0.93,173,20,10,247,UCF
Waltez Clark,6-1 ,194,ATH,Plant,Tampa,FL,0.9,NA,22,36,247,UCF
Jhase Thomas,6-1 ,183,ATH,Destrehan,Destrehan,LA,0.9,NA,33,14,247,UCF
Demarcus Gardner,6-0 ,170,ATH,Cedartown,Cedartown,GA,0.9,NA,42,52,247,UCF
Michael Igbinoghene,5-10 ,180,ATH,Hewitt-Trussville,Trussville,AL,0.89,NA,47,22,247,UCF
Jamarion Morrow,5-9 ,180,ATH,Melrose,Memphis,TN,0.89,NA,32,15,247,UCF
Jershaun Newton,6-0 ,205,ATH,Clearwater Central Catholic,Clearwater,FL,0.87,NA,61,91,247,UCF
Jamauri Brice,5-9 ,187,ATH,Cartersville,Cartersville,GA,0.86,NA,89,128,247,UCF
Nigel Pringle,6-2 ,178,ATH,North Shore,Houston,TX,0.86,NA,91,181,247,UCF
Elijah Hunter,6-1 ,195,ATH,Fultondale,Birmingham,AL,0.86,NA,119,52,247,UCF
Dylan Vickerson,6-1 ,210,ATH,Creekside,Fairburn,GA,0.85,NA,222,178,247,UCF
Madrid Tucker,5-9.5 ,155,ATH,Fort Myers,Fort Myers,FL,0.85,NA,155,213,247,UCF
Landon Pace,6-3 ,215,ATH,St. Louis University,Saint Louis,MO,0.84,NA,170,34,247,UCF
Davion Dean,6-1 ,185,ATH,Baker County Senior,Glen Saint Mary,FL,0.82,NA,227,289,247,UCF
Xavier Goulbourne,6-0 ,204,ATH,Carrollwood Day,Tampa,FL,0.81,NA,235,314,247,UCF
Chase Davis,5-8 ,155,ATH,Dawson,Pearland,TX,0.81,NA,239,393,247,UCF
Armando Becerril,6-4 ,186,ATH,Robinson,Tampa,FL,NA,NA,NA,NA,247,UCF
Gregory Peacock,5-10 ,180,ATH,Glynn Academy,Brunswick,GA,NA,NA,NA,NA,247,UCF
Owen Simpson,6-1 ,175,K,Vestavia Hills,Birmingham,AL,0.8,NA,16,140,247,UCF
Keelon Russell,6-3 ,175,QB,Duncanville,Duncanville,TX,0.9997,2,2,1,247,Memphis
Deuce Knight,6-4.5 ,206,QB,George County,Lucedale,MS,0.9862,28,5,1,247,Memphis
George MacIntyre,6-5.5 ,190,QB,Brentwood Academy,Brentwood,TN,0.9355,150,13,2,247,Memphis
KJ Lacey,6-0 ,175,QB,Saraland,Saraland,AL,0.9336,155,14,11,247,Memphis
Antwann Hill,6-4.5 ,220,QB,Houston County,Warner Robins,GA,0.9272,186,15,26,247,Memphis
Jackson Kollock,6-3.5 ,215,QB,Laguna Beach,Laguna Beach,CA,0.8917,452,29,36,247,Memphis
David McComb,6-3 ,208,QB,Memorial,Edmond,OK,0.8794,655,38,11,247,Memphis
Shaker Reisig,6-0 ,200,QB,Union,Tulsa,OK,0.8664,1055,60,20,247,Memphis
Sawyer Anderson,5-10.5 ,177,QB,Parish Episcopal School,Dallas,TX,0.8639,1152,69,174,247,Memphis
Mason Peterson,6-4 ,220,QB,Dickinson,Dickinson,TX,0.8617,1256,67,188,247,Memphis
Luke Carney,6-2 ,205,QB,Dallas Christian School,Mesquite,TX,0.8578,1402,83,210,247,Memphis
Hype Grand,5-11 ,170,QB,Pasadena,Pasadena,CA,0.8378,2024,127,164,247,Memphis
Jackson Kilburg,6-3.5 ,220,QB,Kent School,Kent,CT,0.8367,2046,129,22,247,Memphis
Zeke Martinez,6-0 ,210,QB,Meridian,Meridian,ID,NA,NA,NA,NA,247,Memphis
JT Lindsey,5-11 ,185,RB,Alexandria,Alexandria,LA,0.9353,151,9,4,247,Memphis
Todd Robinson,5-11 ,195,RB,Valdosta,Valdosta,GA,0.9225,206,9,28,247,Memphis
Alvin Henderson,5-9 ,200,RB,Elba,Elba,AL,0.9214,210,16,14,247,Memphis
Nate Sheppard,5-10 ,180,RB,Mandeville,Mandeville,LA,0.8925,436,33,17,247,Memphis
Dramekco Green,5-11.5 ,190,RB,Conroe,Conroe,TX,0.8918,451,35,65,247,Memphis
Iverson Howard,5-10 ,195,RB,Quince Orchard,Gaithersburg,MD,0.8861,531,43,16,247,Memphis
Geron Johnson,5-10 ,185,RB,Bartlett,Bartlett,TN,0.885,546,45,17,247,Memphis
Zion Johnson,5-8 ,180,RB,Newton,Covington,GA,0.8847,550,46,72,247,Memphis
D'Shaun Ford,5-10 ,225,RB,Opelousas,Opelousas,LA,0.8825,588,49,21,247,Memphis
Isaiah Groves,5-11 ,185,RB,East Robertson,Cross Plains,TN,0.8769,717,56,24,247,Memphis
DJ Dugar,6-0 ,200,RB,Glenn,Leander,TX,0.8769,717,56,95,247,Memphis
Chad Gasper,5-10 ,200,RB,Katy Jordan,Fulshear,TX,0.8744,784,60,107,247,Memphis
Cornelius Warren,5-9 ,165,RB,North Crowley,Fort Worth,TX,0.8736,818,63,112,247,Memphis
Wesley Yarbrough,5-10 ,195,RB,Crosby,Crosby,TX,0.8661,1069,79,157,247,Memphis
Tyvonn Byars,5-10 ,210,RB,Lake Creek,Montgomery,TX,0.8647,1112,84,165,247,Memphis
Cam Settles,5-10.5 ,195,RB,Parkview Magnet,Little Rock,AR,0.8639,1152,91,10,247,Memphis
Tojuan Peyton,5-9 ,200,RB,Lanier,Buford,GA,0.8592,1341,103,152,247,Memphis
Monterrio Elston,5-8 ,180,RB,Parkview Magnet,Little Rock,AR,0.8583,1376,107,11,247,Memphis
Tamari Hill,5-10 ,164,RB,Oakland,Murfreesboro,TN,0.8567,1438,111,38,247,Memphis
Santae McWilliams Jr.,5-7 ,174,RB,Saraland,Saraland,AL,0.8503,1666,125,56,247,Memphis
Gervaris Leaphart,5-8 ,190,RB,Island Coast,Cape Coral,FL,NA,NA,NA,NA,247,Memphis
Amir Thomas,5-4 ,160,RB,Houston County,Warner Robins,GA,NA,NA,NA,NA,247,Memphis
Caleb Cunningham,6-1 ,190,WR,Choctaw County,Ackerman,MS,0.984,32,7,2,247,Memphis
Daylan McCutcheon,5-11 ,175,WR,Lovejoy,Lucas,TX,0.9488,103,13,19,247,Memphis
Malik Clark,6-2.5 ,183,WR,Rock Hill,Rock Hill,SC,0.948,105,14,2,247,Memphis
Naeshaun Montgomery,6-1 ,165,WR,Miami Central,Miami,FL,0.9304,169,23,25,247,Memphis
Radarious Jackson,6-2 ,195,WR,Sheffield,Memphis,TN,0.9111,267,33,6,247,Memphis
Quentin Gibson,5-9 ,156,WR,North Crowley,Fort Worth,TX,0.9053,298,37,41,247,Memphis
Carson Lawrence,6-2 ,194,WR,McCallie School,Chattanooga,TN,0.9014,328,30,8,247,Memphis
Tanook Hines,6-1 ,185,WR,Dekaney,Houston,TX,0.8933,422,59,58,247,Memphis
Michael Dever,5-11.5 ,170,WR,Lubbock-Cooper,Lubbock,TX,0.8931,428,60,59,247,Memphis
Taz Williams Jr,6-0 ,190,WR,Red Oak,Red Oak,TX,0.8883,502,73,73,247,Memphis
Jaivon Solomon,6-1 ,170,WR,Jones County,Gray,GA,0.8875,513,77,69,247,Memphis
Tristan Norman,6-0 ,167,WR,Carver,Montgomery,AL,0.8861,532,79,23,247,Memphis
Xavier Johnson,6-0.5 ,165,WR,Richland,North Richland Hills,TX,0.8852,544,85,76,247,Memphis
Josiah Abdullah,5-10 ,175,WR,Woodward Academy,Atlanta,GA,0.8842,558,87,73,247,Memphis
Dane Jones,5-11 ,170,WR,Ridge Point,Missouri City,TX,0.8825,588,90,81,247,Memphis
Joakim Dodson,6-0 ,185,WR,Baylor School,Chattanooga,TN,0.8817,609,91,21,247,Memphis
Kenzy West,6-0.5 ,185,WR,Hartfield Academy,Flowood,MS,0.8789,675,35,17,247,Memphis
Muizz Tounkara,6-3.5 ,195,WR,Clear Springs,League City,TX,0.8764,733,107,97,247,Memphis
Jordan Allen,5-8 ,170,WR,Buford,Buford,GA,0.8761,739,108,93,247,Memphis
Christian Neptune,5-11 ,180,WR,Tate,Cantonment,FL,0.8759,747,42,90,247,Memphis
Jaden Nickens,6-3 ,190,WR,Sierra Canyon,Chatsworth,CA,0.8739,810,118,62,247,Memphis
Anson Lewis,6-0 ,195,WR,Oak Grove,Hattiesburg,MS,0.8736,818,121,18,247,Memphis
Rahim Hutchins Jr.,6-0 ,160,WR,Shadow Creek,Pearland,TX,0.8726,857,126,122,247,Memphis
Kameron Powell,6-1 ,200,WR,McKinney North,McKinney,TX,0.8714,886,131,130,247,Memphis
Gabe Daniels,6-1 ,180,WR,Greater Atlanta Christian School,Norcross,GA,0.8694,954,140,110,247,Memphis
Evan Haynes,6-3 ,200,WR,Fellowship Christian School,Roswell,GA,0.8694,954,140,110,247,Memphis
Trishstin Glass,6-4 ,185,WR,Copperas Cove,Copperas Cove,TX,0.8658,1071,152,158,247,Memphis
Jeremiah Koger,6-4 ,190,WR,St. Frances Academy,Baltimore,MD,0.8631,1204,165,38,247,Memphis
Dylan Vickerson,6-1 ,210,WR,Creekside,Fairburn,GA,0.8625,1222,167,141,247,Memphis
Braden Blueitt,6-0 ,190,WR,Colleyville Heritage,Colleyville,TX,0.8619,1250,172,185,247,Memphis
Clarence Taylor,6-1 ,165,WR,Pleasant Grove,Pleasant Grove,AL,0.8611,1278,175,42,247,Memphis
James Johnson,5-10 ,181,WR,Douglas County,Douglasville,GA,0.86,1304,84,149,247,Memphis
Ashton Jones,6-4 ,185,WR,Shadow Creek,Pearland,TX,0.8583,1376,183,205,247,Memphis
Jackson Cook,6-1 ,180,WR,South Gwinnett,Snellville,GA,0.8558,1475,199,166,247,Memphis
Andrew Leslie,6-2 ,185,WR,Cedar Grove,Ellenwood,GA,0.8531,1579,214,177,247,Memphis
Antoine Martin,5-11 ,165,WR,Iowa Colony,Iowa Colony,TX,0.8528,1585,216,236,247,Memphis
Kory Pettigrew,6-2 ,180,WR,Perry,Perry,GA,0.8483,1731,232,194,247,Memphis
Jeremiah Ware,5-10 ,190,WR,Gainesville,Gainesville,GA,0.8456,1810,242,199,247,Memphis
Andre Feast,5-10 ,165,WR,Fort Bend Marshall,Missouri City,TX,0.8442,1859,250,269,247,Memphis
Lorenzo Hill,5-11 ,165,WR,Ryan,Denton,TX,0.8436,1869,252,271,247,Memphis
Ahmed Souare,6-3 ,190,WR,Loganville,Loganville,GA,0.8433,1874,253,207,247,Memphis
Emmanuel Dyson,6-1.5 ,205,WR,Riverdale Baptist,Upper Marlboro,MD,0.84,1958,261,63,247,Memphis
Bryson Fields,6-2 ,190,WR,Parish Episcopal School,Dallas,TX,NA,NA,NA,NA,247,Memphis
Rickey Dorn III,6-4 ,200,WR,Maynard Jackson,Atlanta,GA,NA,NA,NA,NA,247,Memphis
Carson Gill,5-7 ,150,WR,Saraland,Saraland,AL,NA,NA,NA,NA,247,Memphis
Denver Harper,5-10 ,155,WR,Russell County,Seale,AL,NA,NA,NA,NA,247,Memphis
Marshall Pritchett,6-5 ,211,TE,Rabun Gap-Nacoochee,Rabun Gap,GA,0.91,NA,17,39,247,Memphis
Ty Rupe,6-7 ,245,TE,Grand Oaks,Spring,TX,0.88,NA,39,94,247,Memphis
Micah Jones,6-5 ,245,TE,Madison Central,Madison,MS,0.88,NA,41,19,247,Memphis
Aaron Mattingly,6-4.5 ,200,TE,Green Hill,Mount Juliet,TN,0.87,NA,48,26,247,Memphis
Khristian Mackintrush,6-3 ,190,TE,McKinney,McKinney,TX,0.87,NA,55,157,247,Memphis
Max Hunt,6-5 ,210,TE,Plant,Tampa,FL,0.86,NA,69,157,247,Memphis
Wyatt Herbel,6-3 ,210,TE,Cy-Fair,Cypress,TX,0.86,NA,79,199,247,Memphis
Liam Russo,6-5 ,210,TE,DeSmet,Saint Louis,MO,0.86,NA,82,20,247,Memphis
Drew Clemens,6-4 ,215,TE,Oak Park,Kansas City,MO,0.86,NA,83,21,247,Memphis
Hayden Bradley,6-4 ,220,TE,Buford,Buford,GA,0.86,NA,84,152,247,Memphis
Cayman Reynolds,6-3.5 ,225,TE,Sonoraville,Calhoun,GA,0.85,NA,102,181,247,Memphis
Bryce Anderson,6-5 ,235,TE,Iowa Central C.C.,Fort Dodge,IA,0.85,53,2,5,247,Memphis
Jeremiah Scoby,6-2.5 ,205,TE,Dickinson,Dickinson,TX,0.84,NA,118,298,247,Memphis
Jonathan Harding,6-3 ,225,TE,Villages Charter School,The Villages,FL,0.83,NA,151,264,247,Memphis
Matt Adcock,6-2 ,225,TE,Mississippi Gulf Coast C.C.,Perkinston,MS,NA,NA,NA,NA,247,Memphis
David Sanders Jr.,6-6 ,290,OT,Providence Day School,Charlotte,NC,0.98,11,3,1,247,Memphis
Lamont Rogers,6-6 ,325,OT,Horn,Mesquite,TX,0.98,26,7,9,247,Memphis
Carius Curne,6-4 ,301,OT,Marion,Marion,AR,0.96,67,3,1,247,Memphis
Ziyare Addison,6-5 ,290,OT,Carrollwood Day,Tampa,FL,0.95,102,15,14,247,Memphis
Tyler Miller,6-5 ,315,OT,Laurel,Laurel,MS,0.91,222,22,8,247,Memphis
Chastan Brown,6-7 ,270,OT,Northside,Warner Robins,GA,0.91,235,25,33,247,Memphis
Matthew Parker,6-7 ,295,OT,Jackson Prep,Flowood,MS,0.9,NA,36,12,247,Memphis
Jordan Coleman,6-5 ,350,OT,Cedar Hill,Cedar Hill,TX,0.88,NA,51,79,247,Memphis
Jordan Fields,6-4 ,265,OT,North Shore,Houston,TX,0.87,NA,69,129,247,Memphis
Emeka Ugorji,6-4 ,275,OT,South Oak Cliff,Dallas,TX,0.87,NA,71,130,247,Memphis
Elijah Vaikona,6-8 ,368,OT,Santa Margarita Catholic,Rancho Santa Margarita,CA,0.87,NA,80,93,247,Memphis
Saquon Miles,6-6 ,300,OT,Hinds C.C.,Raymond,MS,0.87,16,1,9,247,Memphis
Devinn Farris,6-5 ,305,OT,Heights,Houston,TX,0.86,NA,89,171,247,Memphis
Sadrick Terrell,6-5 ,280,OT,Klein Oak,Spring,TX,0.86,NA,94,183,247,Memphis
Cole Allen,6-6 ,265,OT,Jackson Prep,Flowood,MS,0.86,NA,95,23,247,Memphis
Jaylan Beckley,6-3.5 ,290,OT,Trinity Christian Academy,Addison,TX,0.86,NA,102,201,247,Memphis
Desean Bryant,6-4 ,250,OT,Duncanville,Duncanville,TX,0.86,NA,99,214,247,Memphis
Kaveon Lee,6-6 ,275,OT,Plainfield Central,Plainfield,IL,0.86,NA,102,35,247,Memphis
Ashdon Wnetrzak,6-8 ,325,OT,Sierra Canyon,Chatsworth,CA,0.85,NA,127,147,247,Memphis
Sam Browder,6-5 ,280,OT,Christ School,Arden,NC,0.85,NA,143,40,247,Memphis
Jakheem Shumpert,6-5 ,325,OT,Northwest Mississippi C.C.,Senatobia,MS,0.85,49,4,21,247,Memphis
Breyden Turnage,6-8 ,285,OT,Dyersburg,Dyersburg,TN,0.85,NA,135,48,247,Memphis
Kaden Mowl,6-6 ,349,OT,Oakland,Murfreesboro,TN,0.84,NA,149,54,247,Memphis
RJ Lee,6-8 ,335,OT,Second Baptist,Houston,TX,0.84,NA,152,316,247,Memphis
Bryce Vaughn,6-7 ,235,OT,Nettleton,Nettleton,MS,0.84,NA,163,50,247,Memphis
Roberto Rodriguez,6-4 ,270,OT,Deer Park,Deer Park,TX,0.83,NA,207,338,247,Memphis
Chance Holloman,6-5 ,305,OT,Iowa Western C.C.,Council Bluffs,IA,0.83,86,7,8,247,Memphis
Maddox Huber,6-6 ,315,OT,Hamshire-Fannett,Hamshire,TX,0.82,NA,194,360,247,Memphis
Miles Glover,6-8 ,320,OT,Pace Academy,Atlanta,GA,NA,NA,NA,NA,247,Memphis
Mehki Cousar,6-6 ,315,OT,St. Frances Academy,Baltimore,MD,NA,NA,NA,NA,247,Memphis
Laderion Williams,6-4 ,311,OT,Douglas County,Douglasville,GA,NA,NA,NA,NA,247,Memphis
Cortez Smith,6-3 ,310,IOL,Parkview,Lilburn,GA,0.92,188,11,27,247,Memphis
Mario Nash Jr.,6-4 ,280,IOL,Kemper County,De Kalb,MS,0.91,225,14,9,247,Memphis
Peyton Joseph,6-3 ,309,IOL,Houston County,Warner Robins,GA,0.9,NA,19,43,247,Memphis
Justin Hasenhuetl,6-5 ,260,IOL,Rabun Gap-Nacoochee,Rabun Gap,GA,0.9,NA,24,47,247,Memphis
Kalen Edwards,6-4 ,315,IOL,Dyersburg,Dyersburg,TN,0.89,NA,47,12,247,Memphis
Amir Leonard-Jean Charles,6-4 ,305,IOL,Lipscomb Academy,Nashville,TN,0.89,NA,61,16,247,Memphis
Kilian Registe,6-5.5 ,300,IOL,Keller,Keller,TX,0.89,NA,47,73,247,Memphis
Byron Nelson,6-2.5 ,295,IOL,Katy,Katy,TX,0.88,NA,46,91,247,Memphis
